Headline,NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,NumOfAdjectives,Bigrams,Bi-freq,unigrams,un-freq,trigram,tri-freq,Label
"Twentieth Century Fox Film Corporation v. Paul Horner
",8,53,1,0,0,0,"[('century', 'fox'), ('fox', 'film'), ('film', 'corporation'), ('corporation', 'v.'), ('v.', 'paul'), ('paul', 'horner')]",12,"[('century',), ('fox',), ('film',), ('corporation',), ('v.',), ('paul',), ('horner',)]",7,"[('century', 'fox', 'film'), ('fox', 'film', 'corporation'), ('film', 'corporation', 'v.'), ('corporation', 'v.', 'paul'), ('v.', 'paul', 'horner')]",15,1
"Ted Cruz: “I Will Endorse Donald Trump For President If He Makes Masturbation Illegal”
",14,86,1,0,0,0,"[('cruz', '“'), ('“', 'i'), ('i', 'trump'), ('trump', 'president'), ('president', 'masturbation'), ('masturbation', '”')]",12,"[('cruz',), ('“',), ('i',), ('trump',), ('president',), ('masturbation',), ('”',)]",7,"[('cruz', '“', 'i'), ('“', 'i', 'trump'), ('i', 'trump', 'president'), ('trump', 'president', 'masturbation'), ('president', 'masturbation', '”')]",15,1
"Senators Whine About FCC’s 25 Mbps Broadband Standard, Insist Nobody Needs That Much Bandwidth
",14,94,1,0,1,0,"[('senators', 'fcc'), ('fcc', '’'), ('’', 'mbps'), ('mbps', 'nobody'), ('nobody', 'bandwidth')]",10,"[('senators',), ('fcc',), ('’',), ('mbps',), ('nobody',), ('bandwidth',)]",6,"[('senators', 'fcc', '’'), ('fcc', '’', 'mbps'), ('’', 'mbps', 'nobody'), ('mbps', 'nobody', 'bandwidth')]",12,1
"Drug Kingpin Joaquin ‘El Chapo’ Guzman Escapes Mexican Prison For The Third Time
",13,80,0,0,0,0,"[('drug', 'kingpin'), ('kingpin', 'joaquin'), ('joaquin', '‘'), ('‘', '’'), ('’', 'guzman'), ('guzman', 'prison'), ('prison', 'time')]",14,"[('drug',), ('kingpin',), ('joaquin',), ('‘',), ('’',), ('guzman',), ('prison',), ('time',)]",8,"[('drug', 'kingpin', 'joaquin'), ('kingpin', 'joaquin', '‘'), ('joaquin', '‘', '’'), ('‘', '’', 'guzman'), ('’', 'guzman', 'prison'), ('guzman', 'prison', 'time')]",18,1
"The United States Revokes Scientology’s Tax-Exempt Status
",7,57,0,0,0,0,"[('states', 'scientology'), ('scientology', 'status')]",4,"[('states',), ('scientology',), ('status',)]",3,"[('states', 'scientology', 'status')]",3,1
"Christian Anti-Masturbation Mascot Arrested For Public Masturbation At Japanese Embassy
",10,87,0,0,0,0,"[('anti-masturbation', 'mascot'), ('mascot', 'masturbation'), ('masturbation', 'embassy')]",6,"[('anti-masturbation',), ('mascot',), ('masturbation',), ('embassy',)]",4,"[('anti-masturbation', 'mascot', 'masturbation'), ('mascot', 'masturbation', 'embassy')]",6,1
"NBA Cancels 2017 All-Star Game In North Carolina Over Anti-LGBT Law
",11,67,0,0,2,0,"[('game', 'carolina'), ('carolina', 'law')]",4,"[('game',), ('carolina',), ('law',)]",3,"[('game', 'carolina', 'law')]",3,1
"Vince Gilligan Announces Breaking Bad Season 6; Returns This Summer – Walt Did Not Die!
",15,87,1,0,0,0,"[('vince', 'gilligan'), ('gilligan', 'season'), ('season', 'returns'), ('returns', 'summer'), ('summer', '–'), ('–', 'walt')]",12,"[('vince',), ('gilligan',), ('season',), ('returns',), ('summer',), ('–',), ('walt',)]",7,"[('vince', 'gilligan', 'season'), ('gilligan', 'season', 'returns'), ('season', 'returns', 'summer'), ('returns', 'summer', '–'), ('summer', '–', 'walt')]",15,1
"New McDonald’s In Scottsdale Run Entirely By Robots
",8,51,0,0,0,0,"[('mcdonald', '’'), ('’', 's'), ('s', 'run'), ('run', 'robots')]",8,"[('mcdonald',), ('’',), ('s',), ('run',), ('robots',)]",5,"[('mcdonald', '’', 's'), ('’', 's', 'run'), ('s', 'run', 'robots')]",9,1
"Ted Cruz Will Endorse Donald Trump For President If He Makes Masturbation Illegal
",13,81,0,0,0,0,"[('cruz', 'trump'), ('trump', 'president'), ('president', 'masturbation')]",6,"[('cruz',), ('trump',), ('president',), ('masturbation',)]",4,"[('cruz', 'trump', 'president'), ('trump', 'president', 'masturbation')]",6,1
"The Amish In America Commit Their Vote To Donald Trump; Mathematically Guaranteeing Him A Presidential Victory
",16,110,1,0,0,0,"[('amish', 'vote'), ('vote', 'trump'), ('trump', 'victory')]",6,"[('amish',), ('vote',), ('trump',), ('victory',)]",4,"[('amish', 'vote', 'trump'), ('vote', 'trump', 'victory')]",6,1
"Health star ratings Kellogg reveals the cereal
",7,46,0,0,0,0,"[('health', 'star'), ('star', 'ratings'), ('ratings', 'kellogg'), ('kellogg', 'cereal')]",8,"[('health',), ('star',), ('ratings',), ('kellogg',), ('cereal',)]",5,"[('health', 'star', 'ratings'), ('star', 'ratings', 'kellogg'), ('ratings', 'kellogg', 'cereal')]",9,1
"Bill Murray Kicks Off Presidential Campaign In South Carolina With A Bang
",12,73,0,0,0,0,"[('bill', 'murray'), ('murray', 'campaign'), ('campaign', 'carolina'), ('carolina', 'bang')]",8,"[('bill',), ('murray',), ('campaign',), ('carolina',), ('bang',)]",5,"[('bill', 'murray', 'campaign'), ('murray', 'campaign', 'carolina'), ('campaign', 'carolina', 'bang')]",9,1
"Donald Trump Announces Sheriff Joe Arpaio As His Vice Presidential Running Mate
",12,79,0,0,0,0,"[('trump', 'announces'), ('announces', 'joe'), ('joe', 'arpaio'), ('arpaio', 'vice'), ('vice', 'running'), ('running', 'mate')]",12,"[('trump',), ('announces',), ('joe',), ('arpaio',), ('vice',), ('running',), ('mate',)]",7,"[('trump', 'announces', 'joe'), ('announces', 'joe', 'arpaio'), ('joe', 'arpaio', 'vice'), ('arpaio', 'vice', 'running'), ('vice', 'running', 'mate')]",15,1
"$429.6 Million Powerball Winner In New Jersey Comes Forward
",9,59,1,0,0,0,"[('powerball', 'winner'), ('winner', 'jersey')]",4,"[('powerball',), ('winner',), ('jersey',)]",3,"[('powerball', 'winner', 'jersey')]",3,1
"Fox News Sues Snopes For $20 Million Over Story Calling Them A ‘Fake News Site’
",15,79,0,0,0,0,"[('news', 'sues'), ('sues', 'story'), ('story', 'news'), ('news', 'site'), ('site', '’')]",10,"[('news',), ('sues',), ('story',), ('news',), ('site',), ('’',)]",6,"[('news', 'sues', 'story'), ('sues', 'story', 'news'), ('story', 'news', 'site'), ('news', 'site', '’')]",12,1
"Michael Jordan To North Carolina: ‘HB2 Goes Or The Charlotte Hornets Go’
",12,72,1,0,1,0,"[('michael', 'jordan'), ('jordan', 'carolina'), ('carolina', '‘'), ('‘', 'hb2'), ('hb2', 'charlotte'), ('charlotte', 'hornets')]",12,"[('michael',), ('jordan',), ('carolina',), ('‘',), ('hb2',), ('charlotte',), ('hornets',)]",7,"[('michael', 'jordan', 'carolina'), ('jordan', 'carolina', '‘'), ('carolina', '‘', 'hb2'), ('‘', 'hb2', 'charlotte'), ('hb2', 'charlotte', 'hornets')]",15,1
"North Carolina Governor Sets Up Hotline To Report Anyone Not Using Correct Bathroom
",13,83,0,0,0,0,"[('carolina', 'governor'), ('governor', 'hotline'), ('hotline', 'anyone'), ('anyone', 'bathroom')]",8,"[('carolina',), ('governor',), ('hotline',), ('anyone',), ('bathroom',)]",5,"[('carolina', 'governor', 'hotline'), ('governor', 'hotline', 'anyone'), ('hotline', 'anyone', 'bathroom')]",9,1
"Donald Trump: “I Will Pay The Legal Fees Of My Followers Who Attack Protesters”
",14,79,1,0,0,0,"[('trump', '“'), ('“', 'i'), ('i', 'fees'), ('fees', 'followers'), ('followers', 'protesters')]",10,"[('trump',), ('“',), ('i',), ('fees',), ('followers',), ('protesters',)]",6,"[('trump', '“', 'i'), ('“', 'i', 'fees'), ('i', 'fees', 'followers'), ('fees', 'followers', 'protesters')]",12,1
"Ted Cruz Ups The Stakes: “If Trump Debates Me One-On-One, I Will Wear Makeup”
",14,77,2,0,0,0,"[('cruz', 'stakes'), ('stakes', '“'), ('“', 'trump'), ('trump', 'debates'), ('debates', 'i'), ('i', 'makeup'), ('makeup', '”')]",14,"[('cruz',), ('stakes',), ('“',), ('trump',), ('debates',), ('i',), ('makeup',), ('”',)]",8,"[('cruz', 'stakes', '“'), ('stakes', '“', 'trump'), ('“', 'trump', 'debates'), ('trump', 'debates', 'i'), ('debates', 'i', 'makeup'), ('i', 'makeup', '”')]",18,1
"Obama Signs Executive Order Allowing Muslims To Swear On Quran Instead Of Bible In Court
",15,88,0,0,0,0,"[('signs', 'executive'), ('executive', 'order'), ('order', 'muslims'), ('muslims', 'court')]",8,"[('signs',), ('executive',), ('order',), ('muslims',), ('court',)]",5,"[('signs', 'executive', 'order'), ('executive', 'order', 'muslims'), ('order', 'muslims', 'court')]",9,1
"Why Bernie Sanders Is Actually Winning: The Delegate Count Explained In 5 Easy Steps
",14,84,1,0,0,0,"[('bernie', 'sanders'), ('sanders', 'delegate'), ('delegate', 'count'), ('count', 'steps')]",8,"[('bernie',), ('sanders',), ('delegate',), ('count',), ('steps',)]",5,"[('bernie', 'sanders', 'delegate'), ('sanders', 'delegate', 'count'), ('delegate', 'count', 'steps')]",9,1
"Obama Signs Executive Order: Appoints Rashad Hussain As New Supreme Court Justice
",12,81,1,0,0,0,"[('signs', 'order'), ('order', 'appoints'), ('appoints', 'hussain'), ('hussain', 'court'), ('court', 'justice')]",10,"[('signs',), ('order',), ('appoints',), ('hussain',), ('court',), ('justice',)]",6,"[('signs', 'order', 'appoints'), ('order', 'appoints', 'hussain'), ('appoints', 'hussain', 'court'), ('hussain', 'court', 'justice')]",12,1
"Bill Murray Unwittingly Breaks Up Bank Robbery In Phoenix Arizona
",10,65,0,0,0,0,"[('bill', 'bank'), ('bank', 'robbery'), ('robbery', 'phoenix'), ('phoenix', 'arizona')]",8,"[('bill',), ('bank',), ('robbery',), ('phoenix',), ('arizona',)]",5,"[('bill', 'bank', 'robbery'), ('bank', 'robbery', 'phoenix'), ('robbery', 'phoenix', 'arizona')]",9,1
"BREAKING: Capitol Hill Shooter Identified as Right Wing Extremist
",9,65,1,0,1,0,"[('breaking', 'capitol'), ('capitol', 'hill'), ('hill', 'extremist')]",6,"[('breaking',), ('capitol',), ('hill',), ('extremist',)]",4,"[('breaking', 'capitol', 'hill'), ('capitol', 'hill', 'extremist')]",6,1
"Neverland Ranch: Michael Jackson Kept Stockpile of Child Pornography At Home
",11,76,1,0,0,0,"[('neverland', 'ranch'), ('ranch', 'michael'), ('michael', 'jackson'), ('jackson', 'stockpile'), ('stockpile', 'child'), ('child', 'pornography'), ('pornography', 'home')]",14,"[('neverland',), ('ranch',), ('michael',), ('jackson',), ('stockpile',), ('child',), ('pornography',), ('home',)]",8,"[('neverland', 'ranch', 'michael'), ('ranch', 'michael', 'jackson'), ('michael', 'jackson', 'stockpile'), ('jackson', 'stockpile', 'child'), ('stockpile', 'child', 'pornography'), ('child', 'pornography', 'home')]",18,1
"Breaking News: Mitt Romney announces he will enter Presidential race
",10,68,1,0,0,0,"[('news', 'mitt'), ('mitt', 'romney'), ('romney', 'race')]",6,"[('news',), ('mitt',), ('romney',), ('race',)]",4,"[('news', 'mitt', 'romney'), ('mitt', 'romney', 'race')]",6,1
"The Orlando Mass Shooting: Further Proof That We Need Stricter Gun Laws
",12,71,1,0,0,0,"[('mass', 'shooting'), ('shooting', 'proof'), ('proof', 'gun'), ('gun', 'laws')]",8,"[('mass',), ('shooting',), ('proof',), ('gun',), ('laws',)]",5,"[('mass', 'shooting', 'proof'), ('shooting', 'proof', 'gun'), ('proof', 'gun', 'laws')]",9,1
"Gay Wedding Mobile Vans Cashing In On The Legalization Of Gay Marriage
",12,70,0,0,0,0,"[('gay', 'vans'), ('vans', 'legalization'), ('legalization', 'gay'), ('gay', 'marriage')]",8,"[('gay',), ('vans',), ('legalization',), ('gay',), ('marriage',)]",5,"[('gay', 'vans', 'legalization'), ('vans', 'legalization', 'gay'), ('legalization', 'gay', 'marriage')]",9,1
"WikiLeaks CONFIRMS Hillary Sold Weapons to ISIS… Then Drops Another BOMBSHELL!
",11,78,0,0,3,0,"[('wikileaks', 'confirms'), ('confirms', 'weapons'), ('weapons', 'bombshell')]",6,"[('wikileaks',), ('confirms',), ('weapons',), ('bombshell',)]",4,"[('wikileaks', 'confirms', 'weapons'), ('confirms', 'weapons', 'bombshell')]",6,1
"IT’S OVER: Hillary’s ISIS Email Just Leaked & It’s Worse Than Anyone Could Have Imagined…
",15,89,1,0,3,0,"[('s', '’'), ('’', 'isis'), ('isis', 'email'), ('email', 'anyone'), ('anyone', 'imagined…')]",10,"[('s',), ('’',), ('isis',), ('email',), ('anyone',), ('imagined…',)]",6,"[('s', '’', 'isis'), ('’', 'isis', 'email'), ('isis', 'email', 'anyone'), ('email', 'anyone', 'imagined…')]",12,1
"BREAKING: Fraudulent Clinton Votes Discovered By The “Tens Of Thousands”
",10,72,1,0,1,0,"[('breaking', 'clinton'), ('clinton', 'votes'), ('votes', '“'), ('“', 'tens'), ('tens', 'thousands')]",10,"[('breaking',), ('clinton',), ('votes',), ('“',), ('tens',), ('thousands',)]",6,"[('breaking', 'clinton', 'votes'), ('clinton', 'votes', '“'), ('votes', '“', 'tens'), ('“', 'tens', 'thousands')]",12,1
"Pentagon Officials Furious After Clinton Announces US Response Time for Nuclear Launch During Debate
",14,100,0,0,1,0,"[('pentagon', 'officials'), ('officials', 'clinton'), ('clinton', 'announces'), ('announces', 'response'), ('response', 'time'), ('time', 'launch'), ('launch', 'debate')]",14,"[('pentagon',), ('officials',), ('clinton',), ('announces',), ('response',), ('time',), ('launch',), ('debate',)]",8,"[('pentagon', 'officials', 'clinton'), ('officials', 'clinton', 'announces'), ('clinton', 'announces', 'response'), ('announces', 'response', 'time'), ('response', 'time', 'launch'), ('time', 'launch', 'debate')]",18,1
"Hey Hillary, thanks for telling the world America’s response time for a nuclear launch
",14,86,1,0,0,0,"[('hey', 'hillary'), ('hillary', 'thanks'), ('thanks', 'world'), ('world', 'america'), ('america', '’'), ('’', 's'), ('s', 'response'), ('response', 'time'), ('time', 'launch')]",18,"[('hey',), ('hillary',), ('thanks',), ('world',), ('america',), ('’',), ('s',), ('response',), ('time',), ('launch',)]",10,"[('hey', 'hillary', 'thanks'), ('hillary', 'thanks', 'world'), ('thanks', 'world', 'america'), ('world', 'america', '’'), ('america', '’', 's'), ('’', 's', 'response'), ('s', 'response', 'time'), ('response', 'time', 'launch')]",24,1
"BREAKING: Another Clinton Associate Set To Testify Against Hillary Found Dead
",11,77,1,0,1,0,"[('breaking', 'clinton'), ('clinton', 'associate')]",4,"[('breaking',), ('clinton',), ('associate',)]",3,"[('breaking', 'clinton', 'associate')]",3,1
"Donald Trump: ‘I’ll overturn the shocking gay marriage decision – trust me’
",12,75,1,0,0,0,"[('trump', '‘'), ('‘', 'i'), ('i', 'shocking'), ('shocking', 'gay'), ('gay', 'marriage'), ('marriage', 'decision'), ('decision', '–'), ('–', 'trust')]",16,"[('trump',), ('‘',), ('i',), ('shocking',), ('gay',), ('marriage',), ('decision',), ('–',), ('trust',)]",9,"[('trump', '‘', 'i'), ('‘', 'i', 'shocking'), ('i', 'shocking', 'gay'), ('shocking', 'gay', 'marriage'), ('gay', 'marriage', 'decision'), ('marriage', 'decision', '–'), ('decision', '–', 'trust')]",21,1
"Hannity (PICS): Donald Trump Reportedly Sent One Of His Planes To Transport 200 Stranded Marines
",15,96,3,1,1,0,"[('hannity', 'pics'), ('pics', 'trump'), ('trump', 'planes'), ('planes', 'marines')]",8,"[('hannity',), ('pics',), ('trump',), ('planes',), ('marines',)]",5,"[('hannity', 'pics', 'trump'), ('pics', 'trump', 'planes'), ('trump', 'planes', 'marines')]",9,1
"Trump Using Brown Paper Bag Test at Rally’s, No Dark Skin Blacks Allowed
",13,72,1,0,0,0,"[('trump', 'paper'), ('paper', 'bag'), ('bag', 'test'), ('test', 'rally'), ('rally', '’'), ('’', 's'), ('s', 'dark'), ('dark', 'skin'), ('skin', 'blacks')]",18,"[('trump',), ('paper',), ('bag',), ('test',), ('rally',), ('’',), ('s',), ('dark',), ('skin',), ('blacks',)]",10,"[('trump', 'paper', 'bag'), ('paper', 'bag', 'test'), ('bag', 'test', 'rally'), ('test', 'rally', '’'), ('rally', '’', 's'), ('’', 's', 'dark'), ('s', 'dark', 'skin'), ('dark', 'skin', 'blacks')]",24,1
"Donald Trump Picks Stacey Dash as His Vice President in Upcoming Election
",12,73,0,0,0,0,"[('trump', 'picks'), ('picks', 'dash'), ('dash', 'vice'), ('vice', 'president'), ('president', 'election')]",10,"[('trump',), ('picks',), ('dash',), ('vice',), ('president',), ('election',)]",6,"[('trump', 'picks', 'dash'), ('picks', 'dash', 'vice'), ('dash', 'vice', 'president'), ('vice', 'president', 'election')]",12,1
"Clinton’s HIV Secret REVEALED – This Could END Hillary’s Campaign!
",10,66,0,0,3,0,"[('clinton', '’'), ('’', 's'), ('s', 'hiv'), ('hiv', 'secret'), ('secret', '–'), ('–', '’'), ('’', 's'), ('s', 'campaign')]",16,"[('clinton',), ('’',), ('s',), ('hiv',), ('secret',), ('–',), ('’',), ('s',), ('campaign',)]",9,"[('clinton', '’', 's'), ('’', 's', 'hiv'), ('s', 'hiv', 'secret'), ('hiv', 'secret', '–'), ('secret', '–', '’'), ('–', '’', 's'), ('’', 's', 'campaign')]",21,1
"Mexico Says They Will Close Their Border if Trump is Elected
",11,60,0,0,0,0,"[('mexico', 'border'), ('border', 'trump')]",4,"[('mexico',), ('border',), ('trump',)]",3,"[('mexico', 'border', 'trump')]",3,1
"Longtime mistress says Bill Clinton had 2,000 sex partners, Hillary is a lesbian, It was a marriage of convenience
",19,114,3,0,0,0,"[('mistress', 'bill'), ('bill', 'clinton'), ('clinton', 'sex'), ('sex', 'partners'), ('partners', 'hillary'), ('hillary', 'marriage'), ('marriage', 'convenience')]",14,"[('mistress',), ('bill',), ('clinton',), ('sex',), ('partners',), ('hillary',), ('marriage',), ('convenience',)]",8,"[('mistress', 'bill', 'clinton'), ('bill', 'clinton', 'sex'), ('clinton', 'sex', 'partners'), ('sex', 'partners', 'hillary'), ('partners', 'hillary', 'marriage'), ('hillary', 'marriage', 'convenience')]",18,1
"Robertson Said He Had Vision of Trump Seated ‘At the Right Hand of the Lord’
",15,76,0,0,0,0,"[('robertson', 'vision'), ('vision', 'trump'), ('trump', '‘'), ('‘', 'hand'), ('hand', 'lord'), ('lord', '’')]",12,"[('robertson',), ('vision',), ('trump',), ('‘',), ('hand',), ('lord',), ('’',)]",7,"[('robertson', 'vision', 'trump'), ('vision', 'trump', '‘'), ('trump', '‘', 'hand'), ('‘', 'hand', 'lord'), ('hand', 'lord', '’')]",15,1
"Muslims BUSTED: They Stole Millions In Gov’t Benefit
",8,52,1,0,1,0,"[('muslims', 'millions'), ('millions', 'gov'), ('gov', '’'), ('’', 't'), ('t', 'benefit')]",10,"[('muslims',), ('millions',), ('gov',), ('’',), ('t',), ('benefit',)]",6,"[('muslims', 'millions', 'gov'), ('millions', 'gov', '’'), ('gov', '’', 't'), ('’', 't', 'benefit')]",12,1
"Re: Why Did Attorney General Loretta Lynch Plead The Fifth
",10,58,1,0,0,0,"[('re', 'attorney'), ('attorney', 'general'), ('general', 'loretta'), ('loretta', 'lynch'), ('lynch', 'fifth')]",10,"[('re',), ('attorney',), ('general',), ('loretta',), ('lynch',), ('fifth',)]",6,"[('re', 'attorney', 'general'), ('attorney', 'general', 'loretta'), ('general', 'loretta', 'lynch'), ('loretta', 'lynch', 'fifth')]",12,1
"BREAKING: Weiner Cooperating With FBI On Hillary Email Investigatio
",9,67,1,0,2,0,"[('breaking', 'weiner'), ('weiner', 'fbi'), ('fbi', 'email'), ('email', 'investigatio')]",8,"[('breaking',), ('weiner',), ('fbi',), ('email',), ('investigatio',)]",5,"[('breaking', 'weiner', 'fbi'), ('weiner', 'fbi', 'email'), ('fbi', 'email', 'investigatio')]",9,1
"PIN DROP SPEECH BY FATHER OF DAUGHTER Kidnapped And Killed By ISIS: ""I have voted for Donald J. Trump!"" 
",19,103,2,1,8,0,"[('pin', 'drop'), ('drop', 'speech'), ('speech', 'father'), ('father', 'daughter'), ('daughter', 'isis'), ('isis', 'i'), ('i', 'j'), ('j', 'trump')]",16,"[('pin',), ('drop',), ('speech',), ('father',), ('daughter',), ('isis',), ('i',), ('j',), ('trump',)]",9,"[('pin', 'drop', 'speech'), ('drop', 'speech', 'father'), ('speech', 'father', 'daughter'), ('father', 'daughter', 'isis'), ('daughter', 'isis', 'i'), ('isis', 'i', 'j'), ('i', 'j', 'trump')]",21,1
"FANTASTIC! TRUMP'S 7 POINT PLAN To Reform Healthcare Begins With A Bombshell! 
",12,77,0,0,4,0,"[('trump', 'point'), ('point', 'plan'), ('plan', 'healthcare'), ('healthcare', 'bombshell')]",8,"[('trump',), ('point',), ('plan',), ('healthcare',), ('bombshell',)]",5,"[('trump', 'point', 'plan'), ('point', 'plan', 'healthcare'), ('plan', 'healthcare', 'bombshell')]",9,1
"Hillary Goes Absolutely Berserk On Protester At Rally! (Video
",9,61,1,0,0,0,"[('hillary', 'protester'), ('protester', 'rally'), ('rally', 'video')]",6,"[('hillary',), ('protester',), ('rally',), ('video',)]",4,"[('hillary', 'protester', 'rally'), ('protester', 'rally', 'video')]",6,1
"BREAKING! NYPD Ready To Make Arrests In Weiner Case…Hillary Visited Pedophile Island At Least 6 Times…Money Laundering, Underage Sex, Pay-for-Play,Proof of Inappropriate Handling Classified Information 
",25,201,3,0,2,0,"[('arrests', 'weiner'), ('weiner', 'island'), ('island', 'times…money'), ('times…money', 'laundering'), ('laundering', 'sex'), ('sex', 'pay-for-play'), ('pay-for-play', 'proof'), ('proof', 'information')]",16,"[('arrests',), ('weiner',), ('island',), ('times…money',), ('laundering',), ('sex',), ('pay-for-play',), ('proof',), ('information',)]",9,"[('arrests', 'weiner', 'island'), ('weiner', 'island', 'times…money'), ('island', 'times…money', 'laundering'), ('times…money', 'laundering', 'sex'), ('laundering', 'sex', 'pay-for-play'), ('sex', 'pay-for-play', 'proof'), ('pay-for-play', 'proof', 'information')]",21,1
"WOW! WHISTLEBLOWER TELLS CHILLING STORY Of Massive Voter Fraud: Trump Campaign Readies Lawsuit Against FL Sec Of Elections In Critical District [VIDEO] 
",22,151,1,0,7,0,"[('wow', 'tells'), ('tells', 'story'), ('story', 'voter'), ('voter', 'fraud'), ('fraud', 'trump'), ('trump', 'campaign'), ('campaign', 'lawsuit'), ('lawsuit', 'sec'), ('sec', 'elections'), ('elections', 'district'), ('district', '['), ('[', 'video'), ('video', ']')]",26,"[('wow',), ('tells',), ('story',), ('voter',), ('fraud',), ('trump',), ('campaign',), ('lawsuit',), ('sec',), ('elections',), ('district',), ('[',), ('video',), (']',)]",14,"[('wow', 'tells', 'story'), ('tells', 'story', 'voter'), ('story', 'voter', 'fraud'), ('voter', 'fraud', 'trump'), ('fraud', 'trump', 'campaign'), ('trump', 'campaign', 'lawsuit'), ('campaign', 'lawsuit', 'sec'), ('lawsuit', 'sec', 'elections'), ('sec', 'elections', 'district'), ('elections', 'district', '['), ('district', '[', 'video'), ('[', 'video', ']')]",36,1
"BREAKING: CLINTON CLEARED...Was This A Coordinated Last Minute Trick To Energize Hillary's Base? 
",13,96,4,1,3,0,"[('breaking', 'clinton'), ('clinton', 'minute'), ('minute', 'trick'), ('trick', 'hillary'), ('hillary', 'base')]",10,"[('breaking',), ('clinton',), ('minute',), ('trick',), ('hillary',), ('base',)]",6,"[('breaking', 'clinton', 'minute'), ('clinton', 'minute', 'trick'), ('minute', 'trick', 'hillary'), ('trick', 'hillary', 'base')]",12,1
"EVIL HILLARY SUPPORTERS Yell ""F*ck Trump""…Burn Truck Of Daddy Fishing With 2 Yr Son Over Of Trump Bumper-Stickers [VIDEO] 
",19,121,0,0,4,0,"[('supporters', 'trump'), ('trump', 'truck'), ('truck', 'fishing'), ('fishing', 'yr'), ('yr', 'son'), ('son', 'bumper-stickers'), ('bumper-stickers', 'video'), ('video', ']')]",16,"[('supporters',), ('trump',), ('truck',), ('fishing',), ('yr',), ('son',), ('bumper-stickers',), ('video',), (']',)]",9,"[('supporters', 'trump', 'truck'), ('trump', 'truck', 'fishing'), ('truck', 'fishing', 'yr'), ('fishing', 'yr', 'son'), ('yr', 'son', 'bumper-stickers'), ('son', 'bumper-stickers', 'video'), ('bumper-stickers', 'video', ']')]",21,1
"YIKES! HILLARY GOES OFF THE RAILS…Pulls A Howard Dean [Video
",10,60,0,0,6,0,"[('yikes', 'hillary'), ('hillary', 'rails…pulls'), ('rails…pulls', 'dean'), ('dean', '['), ('[', 'video')]",10,"[('yikes',), ('hillary',), ('rails…pulls',), ('dean',), ('[',), ('video',)]",6,"[('yikes', 'hillary', 'rails…pulls'), ('hillary', 'rails…pulls', 'dean'), ('rails…pulls', 'dean', '['), ('dean', '[', 'video')]",12,1
"SAY GOODBYE! These 23 Hollywood Celebs Threatened To Leave The U.S....Let's Hold Them To It! 
",15,92,5,1,2,0,"[('goodbye', 'hollywood'), ('hollywood', 'celebs'), ('celebs', 'u.s'), ('u.s', '.let')]",8,"[('goodbye',), ('hollywood',), ('celebs',), ('u.s',), ('.let',)]",5,"[('goodbye', 'hollywood', 'celebs'), ('hollywood', 'celebs', 'u.s'), ('celebs', 'u.s', '.let')]",9,1
"NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings
",16,115,1,0,2,0,"[('colleges', 'students'), ('students', 'spaces'), ('spaces', 'trump'), ('trump', 'students'), ('students', 'chalkings')]",10,"[('colleges',), ('students',), ('spaces',), ('trump',), ('students',), ('chalkings',)]",6,"[('colleges', 'students', 'spaces'), ('students', 'spaces', 'trump'), ('spaces', 'trump', 'students'), ('trump', 'students', 'chalkings')]",12,1
"BOOM! MATH SHOWS Trump Would Have Beaten Obama In Romney-Obama Election 
",11,71,0,0,3,0,"[('boom', 'math'), ('math', 'shows'), ('shows', 'trump'), ('trump', 'election')]",8,"[('boom',), ('math',), ('shows',), ('trump',), ('election',)]",5,"[('boom', 'math', 'shows'), ('math', 'shows', 'trump'), ('shows', 'trump', 'election')]",9,1
"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] 
",15,103,1,1,1,0,"[('boom', 'president'), ('president', 'protesters'), ('protesters', 'video'), ('video', ']')]",8,"[('boom',), ('president',), ('protesters',), ('video',), (']',)]",5,"[('boom', 'president', 'protesters'), ('president', 'protesters', 'video'), ('protesters', 'video', ']')]",9,1
"TRUMP SUPPORTER GOT NUTS On MSNBC Reporter Covering Anti-Trump Rioters [Video
",11,77,0,0,5,0,"[('trump', 'supporter'), ('supporter', 'nuts'), ('nuts', 'msnbc'), ('msnbc', 'reporter'), ('reporter', 'rioters'), ('rioters', 'video')]",12,"[('trump',), ('supporter',), ('nuts',), ('msnbc',), ('reporter',), ('rioters',), ('video',)]",7,"[('trump', 'supporter', 'nuts'), ('supporter', 'nuts', 'msnbc'), ('nuts', 'msnbc', 'reporter'), ('msnbc', 'reporter', 'rioters'), ('reporter', 'rioters', 'video')]",15,1
"TOMI LAHREN Has Special Message For Celebrities Who Said They'd Move To Canada If Trump Won [VIDEO] 
",17,99,0,0,3,0,"[('tomi', 'lahren'), ('lahren', 'message'), ('message', 'celebrities'), ('celebrities', 'video'), ('video', ']')]",10,"[('tomi',), ('lahren',), ('message',), ('celebrities',), ('video',), (']',)]",6,"[('tomi', 'lahren', 'message'), ('lahren', 'message', 'celebrities'), ('message', 'celebrities', 'video'), ('celebrities', 'video', ']')]",12,1
